method,q_hat,rank_correct,rank_abs_error,H_projector_error,V_projector_error,X_signal_recon_error,X_signal_rmse,supervised_signal_rmse,supervised_signal_corr,supervised_signal_rel_error,rmse_w,mae_w,corr_w,R2_w,beta_l2_error,runtime_sec
SOLAR,3.00 (0.00),1.000 (0.000),0.000 (0.000),0.086 (0.005),1.193 (0.000),0.544 (0.000),0.0027 (0.0000),0.016 (0.002),0.998 (0.001),0.072 (0.009),0.314 (0.002),0.249 (0.002),0.585 (0.005),0.342 (0.006),0.460 (0.065),7954.17 (84.68)
