method,q_hat,rank_correct,rank_abs_error,H_projector_error,V_projector_error,X_signal_recon_error,X_signal_rmse,supervised_signal_rmse,supervised_signal_corr,supervised_signal_rel_error,rmse_w,mae_w,corr_w,R2_w,beta_l2_error,runtime_sec
SOLAR,5.00 (0.00),1.000 (0.000),0.000 (0.000),0.101 (0.005),0.502 (0.000),0.160 (0.000),0.0036 (0.0000),0.065 (0.004),0.972 (0.005),0.261 (0.017),1.117 (0.009),0.889 (0.008),0.230 (0.009),0.054 (0.004),2.050 (0.131),7128.77 (43.10)
