rank,CpG_index,importance,importance_scaled,loading_V_factor_01,loading_V_factor_02,loading_V_factor_03,loading_V_factor_04,loading_V_factor_05,importance_component_factor_01,importance_component_factor_02,importance_component_factor_03,importance_component_factor_04,importance_component_factor_05
14,661830,324.0784,2.970204e-05,-0.005857257,2.813383e-05,0.001482579,-8.527362e-05,0.0006390284,321.8147,0.0002644566,2.246269,0.0009169597,0.01623967
15,208227,321.7255,2.948639e-05,-0.005822119,0.0007902788,-0.001600489,0.002628202,0.001257728,317.9651,0.2086687,2.61777,0.8710408,0.06290869
16,43558,320.7015,2.939255e-05,0.005844665,-8.186016e-06,6.356386e-06,8.593981e-05,0.002595726,320.4326,2.238937e-05,4.129019e-05,0.0009313429,0.2679506
17,555933,313.5205,2.87344e-05,-0.00577334,0.0001494324,-0.0007669518,0.00137641,-0.0005830979,312.6595,0.00746081,0.6011218,0.2389003,0.01352134
18,118758,312.075,2.860191e-05,-0.005752092,-5.803446e-05,0.001274813,-0.0005957935,-0.0003867365,310.3623,0.001125301,1.660807,0.0447623,0.005947949
19,236035,310.9954,2.850297e-05,-0.005751521,7.36479e-05,0.0007371515,0.0001807353,0.001831708,310.3007,0.001812247,0.5553156,0.004119141,0.1334288
20,44445,307.654,2.819673e-05,-0.005724891,-6.333735e-05,-0.0002301777,0.001046756,-0.0008147631,307.4339,0.001340345,0.05414433,0.1381694,0.02639974
21,14918,306.6687,2.810642e-05,-0.005714828,0.0001213848,-0.0004197781,0.0003071365,-0.001720408,306.3541,0.00492295,0.1800801,0.01189553,0.1177063
22,100537,303.6986,2.783422e-05,-0.005682952,0.0002982954,-0.0008111108,0.0006073385,-0.0003172593,302.9461,0.02972965,0.6723364,0.04651387,0.004002817
23,23299,303.5839,2.78237e-05,-0.00567781,7.331584e-05,-0.001072673,-0.0002409898,-0.0001416623,302.3981,0.001795942,1.175875,0.007323491,0.0007980783
24,208760,303.2528,2.779335e-05,-0.005614308,0.0005899253,-0.002441786,0.002357141,-0.004107605,295.6718,0.1162762,6.093145,0.7006353,0.6709872
25,426486,302.1279,2.769026e-05,-0.005664034,0.0001229083,0.001067917,-0.0001089959,0.0007676901,300.9325,0.005047296,1.16547,0.0014981,0.02343737
26,54715,301.5085,2.763348e-05,-0.005668534,8.517232e-05,-0.0002816053,0.0003355191,-1.656436e-05,301.4108,0.002423782,0.08104162,0.01419565,1.091154e-05
27,63713,301.4575,2.762881e-05,-0.005667642,0.0001898143,-0.0002935035,-0.0005158809,0.0004431501,301.316,0.01203801,0.08803447,0.03355983,0.007809777
28,708307,297.5872,2.72741e-05,-0.005626869,5.283903e-05,-0.0006693267,0.0005173532,-0.001573297,296.9962,0.0009328385,0.4578283,0.03375167,0.09843694
29,530403,297.2743,2.724542e-05,-0.00561807,0.0002322261,-0.0007249468,0.002226121,-0.0008113775,296.0681,0.01801851,0.5370795,0.6249116,0.02618079
30,49787,296.4527,2.717012e-05,-0.005607242,0.0004240931,-0.0009835552,0.001896176,-0.0007531006,294.928,0.06009234,0.9886072,0.4533964,0.022555
31,25146,295.884,2.7118e-05,-0.00559928,8.824243e-05,-0.001317677,0.0003155581,-0.0002924209,294.0911,0.002601666,1.774371,0.01255682,0.003400585
32,10097,295.6301,2.709473e-05,-0.005605349,0.0001618869,-0.0009175003,-0.0002108604,-0.0008173111,294.7289,0.00875629,0.8602778,0.005606748,0.02656511
33,61315,295.4581,2.707897e-05,0.005593568,6.365778e-06,-5.001156e-05,-0.002226165,0.005803355,293.4913,1.353941e-05,0.002556037,0.6249363,1.339354
34,88362,294.3456,2.6977e-05,-0.005599885,2.863549e-05,0.0001237568,0.0009368407,-0.001272915,294.1545,0.0002739718,0.0156518,0.1106757,0.06443705
35,89135,293.5973,2.690842e-05,0.003551514,-0.001832226,0.01190316,-0.009124672,0.02178072,118.3163,1.121644,144.7941,10.49918,18.86607
36,566354,292.9389,2.684808e-05,-0.005088659,0.00161095,-0.005475859,0.01207369,-0.001931554,242.8981,0.8670828,30.64296,18.38235,0.1483715
37,74421,292.9058,2.684505e-05,-0.005566352,0.0001824282,-0.001298042,0.001736694,-0.001944128,290.6422,0.01111938,1.721884,0.3803358,0.1503095
38,285666,289.9008,2.656964e-05,-0.005556521,9.751466e-05,0.0001812781,0.001151179,-0.001423133,289.6165,0.003177141,0.0335828,0.1671116,0.080543
39,263861,287.692,2.63672e-05,-0.005535024,0.0001330455,0.0004501588,-0.0005994906,0.001163137,287.3799,0.005914219,0.2070893,0.04531955,0.05380207
40,74843,286.3875,2.624764e-05,-0.00552139,-0.0001776489,-0.0002986943,0.001217428,-0.001829107,285.9659,0.0105444,0.09117591,0.1868992,0.1330501
41,293553,286.2996,2.623958e-05,-0.005524108,7.925059e-05,-6.449168e-05,0.0002784765,0.0009520683,286.2475,0.002098465,0.004250438,0.00977908,0.03604733
42,614310,285.5676,2.617249e-05,-0.00551663,-9.681327e-05,-0.0002164349,0.0005151121,0.0005043523,285.473,0.003131601,0.04787192,0.03345988,0.01011591
43,77640,282.7052,2.591015e-05,-0.005475137,0.0001287422,-0.001186108,0.0007282883,8.049139e-05,281.1948,0.005537821,1.437722,0.06688481,0.0002576534
44,103120,279.9593,2.565849e-05,-0.005447731,0.0005557863,-0.001103677,0.001258057,0.0007894812,278.3869,0.1032078,1.24483,0.199582,0.0247868
45,379198,279.4824,2.561478e-05,-0.00544667,8.846058e-05,0.001065366,0.0005635319,0.0001882225,278.2784,0.002614546,1.15991,0.04004589,0.001408899
46,206252,279.1128,2.558091e-05,-0.005452792,0.0002166398,-6.842312e-06,0.001088238,0.001045299,278.9043,0.01568099,4.784451e-05,0.1493373,0.04345284
47,178584,276.1217,2.530677e-05,-0.005423628,-3.23903e-06,0.0003944956,0.0004892456,-0.0003030884,275.9289,3.505312e-06,0.1590416,0.03018386,0.003653217
48,36614,276.0713,2.530215e-05,-0.005424555,1.681233e-05,-0.0001876153,0.0002604713,0.0002949928,276.0232,9.443926e-05,0.03597186,0.008555405,0.003460665
49,755734,274.9167,2.519633e-05,-0.00541356,3.108786e-05,5.244398e-05,0.00013481,0.0003827006,274.9054,0.0003229077,0.00281072,0.002291739,0.005824453
50,32747,271.8159,2.491214e-05,-0.005370904,-9.100489e-05,0.001059976,0.0007685814,7.208132e-05,270.5902,0.002767108,1.148202,0.07449045,0.0002066248
51,419314,270.9276,2.483072e-05,-0.005359816,0.0003671279,0.00114445,0.0003883116,0.001130824,269.4742,0.04503305,1.338506,0.01901436,0.05085418
52,340723,270.6647,2.480663e-05,-0.005369888,0.0002298552,0.0003243838,0.0006359528,0.0001258859,270.4879,0.01765247,0.1075337,0.05100005,0.0006302185
53,378469,270.3376,2.477665e-05,-0.005308896,0.000323044,-0.002289165,0.001472104,-0.002727733,264.3783,0.03486744,5.355257,0.2732736,0.2958971
54,63951,269.796,2.472702e-05,-0.005350623,0.0001640074,-0.001038235,0.0008458632,-0.001059421,268.5506,0.008987179,1.101583,0.0902238,0.04463481
55,389468,268.6668,2.462352e-05,-0.00535101,0.0001090297,0.0002437282,-7.325947e-06,0.0005655518,268.5894,0.003971791,0.06070686,6.767814e-06,0.01271984
56,102299,268.4935,2.460764e-05,-0.005349945,3.701202e-06,-5.494939e-05,0.0002011537,0.0002671238,268.4825,4.577013e-06,0.003085689,0.005102429,0.002837671
57,242936,267.9008,2.455331e-05,-0.005341533,0.0001928359,0.0004375359,-0.0001605387,0.001127628,267.6389,0.01242431,0.1956382,0.003249978,0.05056713
58,533080,266.8511,2.445711e-05,-0.005327935,5.199119e-05,0.0007229066,0.0004961838,-0.0004237576,266.278,0.0009031424,0.5340608,0.03104603,0.007141212
59,53907,266.2487,2.44019e-05,-0.005320879,1.526717e-06,-0.0007975959,-0.0003351804,-0.0005341355,265.5731,7.787787e-07,0.650118,0.01416701,0.01134592
60,700335,265.7044,2.435202e-05,-0.005315709,6.879211e-05,0.0007547447,-0.0001007847,0.001249254,265.0573,0.001581153,0.5821387,0.001280885,0.06206377
61,14279,265.0464,2.429171e-05,-0.005305309,0.000764158,0.000900306,9.873025e-05,-0.0001199663,264.0211,0.1951026,0.8283361,0.001229197,0.0005723415
62,7228,265.0443,2.429152e-05,-0.005305165,4.143872e-05,-0.0009655125,0.0004293891,-0.001237472,264.0069,0.0005737323,0.9526691,0.02325,0.06089865
63,239111,264.6236,2.425296e-05,-0.005310943,-1.736223e-05,-0.0001802285,0.0002160631,0.0002323017,264.5822,0.0001007181,0.03319505,0.00588684,0.002146059
64,791193,264.6031,2.425108e-05,-0.005305687,1.604624e-05,0.0007209423,-6.447363e-05,0.0005618583,264.0588,8.602873e-05,0.5311624,0.0005241856,0.01255424
65,294918,263.6912,2.416751e-05,-0.005300866,4.75103e-05,-0.0002170089,-0.0005640226,0.0007621047,263.5791,0.0007541752,0.04812617,0.04011565,0.02309756
66,276399,263.0709,2.411066e-05,-0.005294986,3.893864e-05,0.0002335725,-0.0001825981,0.000629694,262.9947,0.0005065919,0.05575317,0.004204493,0.0157687
67,426999,262.7175,2.407826e-05,-0.005274877,0.0001068966,0.001246884,-0.0005917744,0.001415684,261.001,0.003817903,1.588834,0.04416043,0.07970211
68,162476,261.6357,2.397911e-05,-0.005273596,-8.149265e-05,0.0008431555,-0.0004140913,-0.0005279008,260.8742,0.002218879,0.7265102,0.02162286,0.0110826
69,55129,261.3634,2.395416e-05,-0.005275002,1.178472e-05,-0.0005759659,-0.0001646595,-0.0004362995,261.0133,4.640184e-05,0.3390157,0.003418962,0.007570183
70,727298,261.0948,2.392954e-05,-0.005267523,6.128047e-05,0.0008925216,7.34045e-05,0.0003590514,260.2737,0.001254703,0.8140737,0.0006794637,0.005126844
71,746259,260.6185,2.388589e-05,-0.005262874,2.214669e-05,0.0008798141,-3.901535e-05,-0.0005647542,259.8144,0.0001638757,0.7910577,0.0001919517,0.01268399
72,57270,260.5241,2.387724e-05,-0.005268743,6.121423e-05,-0.0001092664,0.0003371003,-0.001601671,260.3943,0.001251992,0.01220112,0.01432977,0.1020196
73,773020,260.2489,2.385202e-05,-0.005263525,7.805497e-05,0.000568549,-0.0004728979,-0.0004924749,259.8787,0.002035625,0.3303407,0.02820043,0.009645065
74,809285,260.105,2.383883e-05,-0.005256159,5.541658e-05,-0.0009363656,0.0002585487,-0.001094326,259.1519,0.001026068,0.896019,0.008429576,0.04762447
75,12196,259.9678,2.382625e-05,-0.004834693,0.001538269,-0.004842718,0.01123721,-0.0008581116,219.2579,0.7906085,23.9665,15.92348,0.0292836
76,61586,259.8295,2.381358e-05,-0.005250284,7.047992e-05,0.001022573,-0.0002697484,0.002111365,258.5728,0.001659692,1.068599,0.009175684,0.1772815
77,308337,259.7968,2.381058e-05,-0.00525623,-5.716003e-05,0.0007728897,0.0002129841,-0.0007203768,259.1589,0.001091645,0.6104658,0.005720254,0.02063746
78,562187,259.7644,2.380761e-05,-0.005256909,-0.0001339143,0.0006830933,0.0004772629,-0.0008228827,259.2259,0.005991712,0.476855,0.02872343,0.02692854
79,629292,259.6561,2.379769e-05,-0.005240159,0.0002169196,-0.001388987,0.0008554812,-1.322405e-05,257.5765,0.01572151,1.971617,0.09228726,6.954498e-06
80,111699,259.3051,2.376551e-05,0.001427659,-0.001549407,0.01409954,-0.009878938,0.0245243,19.11906,0.8020989,203.1589,12.30669,23.91829
81,313887,258.7086,2.371084e-05,-0.005240578,6.995872e-05,0.001032279,6.099551e-06,-6.471504e-05,257.6178,0.001635236,1.088981,4.691552e-06,0.000166551
82,607943,258.2945,2.367289e-05,-0.005230773,0.0001289974,0.001252708,-8.035578e-05,0.0008659398,256.6546,0.005559792,1.603711,0.000814245,0.02982032
83,132588,258.239,2.366781e-05,-0.005245832,4.304682e-07,-0.0002015359,0.0002664967,-0.001164984,258.1346,6.191256e-08,0.04150795,0.008955804,0.05397302
84,13723,258.1062,2.365563e-05,-0.005244137,-2.592233e-05,-0.0002823939,0.0001137131,0.001177177,257.9677,0.0002245147,0.08149614,0.00163058,0.05510873
85,860520,257.9773,2.364382e-05,-0.005240007,0.0001670752,0.0005551688,0.0007711122,-0.0006411102,257.5616,0.009326546,0.3149753,0.07498183,0.01634566
86,65299,257.8748,2.363443e-05,-0.005242863,8.492413e-05,-0.0001133637,-0.0002796192,0.0004212452,257.8424,0.002409677,0.01313331,0.0098595,0.007056785
87,505314,257.571,2.360659e-05,-0.005238096,4.378334e-05,0.0003570195,-0.0005257459,0.0008909702,257.3737,0.0006404931,0.1302598,0.0348556,0.03156918
88,701748,257.1769,2.357046e-05,-0.005236008,2.240493e-05,-3.18524e-05,-0.0002104416,-0.0001937765,257.1686,0.0001677197,0.001036837,0.005584495,0.001493272
89,460548,257.1301,2.356618e-05,-0.005229327,-5.630207e-05,0.0007762464,-3.024272e-05,-9.683352e-05,256.5128,0.001059121,0.6157799,0.0001153354,0.0003728966
90,101823,256.7411,2.353053e-05,0.005230055,-0.000186591,-0.0003059843,0.0005773124,0.0004380427,256.5842,0.01163263,0.09568072,0.04202839,0.007630795
91,731003,256.4055,2.349977e-05,-0.004959221,0.0007478724,-0.004081151,0.00816374,-0.001544947,230.6982,0.1868752,17.02125,8.404255,0.09492143
92,552421,256.3422,2.349397e-05,-0.005224119,4.933478e-05,-0.000568361,5.945455e-05,0.0004675493,256.0021,0.0008132107,0.3301223,0.0004457497,0.008693441
93,681659,256.0943,2.347124e-05,-0.005222803,0.0001115392,-0.0004103401,0.0005477681,0.0004239773,255.8731,0.004156727,0.1720736,0.0378368,0.007148618
94,339885,255.4578,2.341291e-05,-0.005215115,7.292726e-06,-0.0005220621,0.0006476488,-0.0003886873,255.1204,1.776955e-05,0.2785291,0.05289321,0.006008106
95,70011,254.7905,2.335175e-05,-0.005207263,8.222707e-05,-0.0006457821,-0.0002393224,-0.0002299683,254.3528,0.002259053,0.4261852,0.007222499,0.002103163
96,519554,254.4147,2.331731e-05,-0.005204149,-2.337248e-05,0.0005714857,-0.000220022,0.0008106102,254.0486,0.0001825182,0.3337621,0.006104541,0.0261313
97,379524,254.1342,2.329159e-05,-0.005173458,8.454905e-06,0.001712436,0.0002440489,0.001315599,251.061,2.388439e-05,2.99678,0.007510598,0.06883097
98,57106,253.8337,2.326406e-05,-0.005200512,9.410886e-06,-0.0003529211,-0.000302646,-0.0001739634,253.6937,2.959087e-05,0.1272863,0.01155023,0.001203518
99,112108,253.3499,2.321972e-05,-0.005186765,0.000227338,-0.0008805693,0.001102038,-0.0009090235,252.3542,0.01726794,0.7924162,0.1531488,0.03286148
100,398383,253.0901,2.319591e-05,-0.00519001,-3.609155e-05,0.0006338514,-0.000245064,-0.0001911581,252.6701,0.0004352189,0.4105832,0.00757321,0.00145319
101,801256,253.04,2.319132e-05,-0.005189959,0.0002306445,-0.0005598949,0.0003869042,-0.0006708195,252.6651,0.01777391,0.3203608,0.01887677,0.01789568
102,105482,252.8439,2.317334e-05,0.001416764,-0.001825902,0.01400269,-0.009382044,0.02321038,18.82835,1.113913,200.3777,11.09982,21.42405
103,310513,252.025,2.309829e-05,-0.00517962,3.572034e-05,0.0005670869,0.0003446345,-0.0007347086,251.6595,0.0004263123,0.3286438,0.01497746,0.02146679
104,18637,251.9351,2.309005e-05,-0.005155308,0.0001773209,-0.001599428,0.0001722107,-0.0003198233,249.3025,0.0105055,2.614301,0.003739737,0.004067776
105,45789,251.8348,2.308085e-05,-0.005170177,0.0002101118,0.0009321064,0.00114268,-0.0007906115,250.7426,0.01475019,0.8878861,0.1646532,0.02485783
106,75314,251.3017,2.3032e-05,-0.005173683,-4.128629e-05,0.000446491,-7.253465e-05,-0.0005925747,251.0828,0.0005695194,0.2037285,0.0006634558,0.01396442
107,318340,251.2323,2.302563e-05,-0.005136682,-9.707604e-05,0.001682563,-0.0001881338,0.004560798,247.5043,0.003148624,2.893136,0.004463284,0.8272154
108,116605,250.7195,2.297863e-05,-0.005166084,0.0001124759,-0.0005934096,0.0002597589,0.0001648795,250.3458,0.004226835,0.3598615,0.008508671,0.001081111
109,68070,250.7167,2.297838e-05,-0.005161859,0.0001206862,-0.0008678235,-0.0001947765,-0.0001518894,249.9364,0.004866444,0.7696426,0.00478403,0.0009174703
110,701617,250.0398,2.291634e-05,-0.005151344,7.985681e-05,0.001039112,0.0003197538,-0.0002273706,248.9193,0.002130691,1.103445,0.01289295,0.002055918
111,592777,249.5972,2.287578e-05,-0.005155725,3.881453e-05,-0.0003811601,-5.212955e-05,0.001625205,249.3429,0.0005033679,0.1484709,0.00034268,0.1050396
112,67299,249.3826,2.285611e-05,-0.005123738,0.0006969539,-0.001423137,0.002652693,-0.0003464092,246.2585,0.1622949,2.069758,0.88735,0.004772169
113,558851,249.2876,2.28474e-05,-0.005133561,6.110745e-05,0.001387735,-0.0007439429,0.001061747,247.2036,0.001247628,1.968064,0.0697911,0.04483102
114,152199,248.9706,2.281835e-05,-0.005148669,0.0001698,-0.000160946,0.0009505305,-0.002004288,248.6608,0.009633233,0.026472,0.1139339,0.159756
115,257551,248.5255,2.277755e-05,-0.005142176,-0.0001250824,0.0006866449,-0.0001037738,0.0002775835,248.034,0.005227437,0.4818265,0.00135799,0.00306425
116,532519,248.5016,2.277537e-05,-0.005133472,-5.0732e-05,0.001111451,-0.0005724391,0.0002209417,247.1951,0.0008599253,1.26243,0.04132181,0.001941298
117,474761,248.1511,2.274324e-05,-0.004499496,0.00180353,-0.00621424,0.01148727,-0.005141539,189.9088,1.086785,39.46412,16.64005,1.051292
118,147767,248.1257,2.274092e-05,-0.005104688,-3.91652e-05,0.001790144,0.0004494158,0.003148245,244.4307,0.0005125042,3.274933,0.02546933,0.3941613
119,108417,248.114,2.273984e-05,0.005099441,-0.0004628695,0.001663353,0.000811171,0.005501144,243.9285,0.07158365,2.827451,0.08297471,1.203491
120,446774,247.9412,2.272401e-05,-0.00513544,6.278427e-05,0.000685272,-0.0004435386,0.001127333,247.3846,0.001317038,0.4799017,0.02480754,0.05054072
121,709761,247.3586,2.267061e-05,-0.005111743,1.677595e-05,0.00146041,-0.0004226575,0.001116778,245.1068,9.403095e-05,2.179595,0.02252672,0.04959874
122,756139,246.9744,2.263539e-05,-0.00511619,0.0003798657,-0.000880775,0.002176624,-0.0002489132,245.5335,0.0482122,0.7927865,0.5974312,0.002463956
123,370859,246.8479,2.262381e-05,-0.005128219,0.0001031078,7.357507e-05,0.0008129337,-0.001289601,246.6894,0.003552054,0.005532069,0.0833357,0.06613749
124,591564,246.8371,2.262281e-05,-0.005112964,0.0001216537,0.001244975,1.622226e-05,0.0007816398,245.2239,0.004944784,1.583972,3.318514e-05,0.02429686
125,105090,246.4425,2.258665e-05,-0.005124948,1.300238e-05,-8.704404e-07,-0.0001926184,-0.001258857,246.3748,5.648622e-05,7.742914e-07,0.004678604,0.06302164
126,384806,245.7582,2.252393e-05,-0.005106369,5.20465e-05,0.001067822,-4.656942e-05,-4.34242e-05,244.5917,0.0009050649,1.165262,0.000273478,7.498952e-05
127,796589,245.6136,2.251068e-05,-0.005078648,0.0002071666,-0.001171976,0.004004045,-0.002408005,241.9433,0.01433958,1.403666,2.02171,0.2305959
128,50509,245.4214,2.249307e-05,-0.005069818,8.490848e-05,-0.001989638,0.001436313,0.0005180525,241.1027,0.002408789,4.045519,0.2601473,0.01067295
129,413964,245.3652,2.248791e-05,-0.005114196,9.735277e-05,-8.108888e-05,-2.967949e-05,-0.0005743109,245.3421,0.003166601,0.006719685,0.0001110795,0.01311689
130,91142,245.3077,2.248264e-05,-0.00510074,9.579548e-05,-0.001106347,-8.702639e-05,9.371789e-06,244.0528,0.003066103,1.250862,0.0009550427,3.492866e-06
131,320483,245.2752,2.247967e-05,-0.005111835,-0.0001526183,0.0003623504,-0.0003702211,-8.414297e-05,245.1157,0.007782337,0.1341788,0.01728396,0.000281561
132,47119,244.625,2.242008e-05,-0.005098794,0.0001216193,-0.0008480496,-0.000245113,-0.000524472,243.8666,0.00494199,0.7349686,0.007576234,0.0109391
133,248390,244.5679,2.241484e-05,-0.005103734,-2.157319e-05,0.0004660087,-0.0001546674,-0.0002953887,244.3394,0.0001554983,0.2219292,0.003016604,0.003469961
134,802619,243.3241,2.230084e-05,0.004599662,-0.001467211,0.005421124,-0.01035639,0.003845475,198.4583,0.7192535,30.03344,13.52502,0.5880806
135,371207,243.274,2.229625e-05,-0.00509132,2.896654e-05,-0.0001650175,-0.0008439044,-0.0003137166,243.1522,0.0002803431,0.02782827,0.08980643,0.00391392
136,585214,242.9363,2.22653e-05,-0.005080023,3.421333e-05,0.0009052463,0.0003319862,-0.0005059107,242.0744,0.0003910997,0.8374518,0.01389827,0.01017852
137,423233,242.37,2.22134e-05,-0.005081565,7.1674e-05,-7.283432e-05,0.001048062,-0.0002766333,242.2213,0.001716406,0.005421238,0.1385143,0.003043307
138,75332,241.3434,2.211931e-05,-0.005066886,7.35391e-05,-0.0006712275,0.0003392114,-0.001036669,240.8239,0.001806897,0.4604323,0.01450981,0.04273833
139,664788,241.296,2.211497e-05,-0.005069272,8.370645e-05,0.0002522138,0.001088389,-0.0008458608,241.0508,0.002341071,0.06500759,0.1493789,0.02845344
140,51709,241.1867,2.210494e-05,-0.00506998,3.912361e-06,-1.210827e-06,-0.0007325478,-0.0001435272,241.1182,5.114161e-06,1.498271e-06,0.06766947,0.0008192286
141,534028,241.1156,2.209844e-05,-0.005065957,2.183342e-05,-0.0006093072,-5.626948e-05,-3.969983e-05,240.7356,0.0001592723,0.3794014,0.00039927,6.267787e-05
142,22078,240.7572,2.206558e-05,-0.005014633,0.0008170618,-0.001918637,0.001882174,-0.003337386,235.8825,0.2230522,3.761939,0.446725,0.4429449
143,383818,240.0672,2.200234e-05,-0.005030434,7.482945e-05,0.001604075,0.0006383223,0.0005731708,237.3714,0.001870862,2.629515,0.05138081,0.01306487
144,446639,239.9827,2.199461e-05,-0.005055514,2.3647e-05,-0.0004795288,0.0001639192,-3.93667e-05,239.7441,0.000186831,0.2349934,0.00338829,6.163039e-05
145,531833,239.9236,2.198919e-05,-0.005057031,-2.513648e-05,0.0001044272,0.0004337978,-0.0001158672,239.888,0.0002111084,0.01114433,0.02372988,0.0005338971
146,3627,239.8224,2.197991e-05,-0.005021902,0.0003183846,-0.001737246,0.0009699673,-0.000688236,236.5668,0.03386887,3.084244,0.1186411,0.018837
147,757629,239.7164,2.19702e-05,-0.00504982,-1.703939e-05,0.0006846347,-0.0004761209,0.0003321645,239.2044,9.700743e-05,0.4790094,0.02858613,0.004387764
148,781819,239.2041,2.192324e-05,-0.005046585,0.0001117217,0.0005062616,-0.0002450616,0.000902836,238.898,0.004170341,0.2619246,0.007573059,0.03241564
149,472757,239.1643,2.19196e-05,-0.005045396,0.0001280017,-0.0004060853,0.001072387,-0.001226698,238.7854,0.005474299,0.1685236,0.1450186,0.05984282
150,570604,238.9155,2.189679e-05,-0.00504489,-1.113049e-05,0.0004099949,7.185565e-05,-0.0003714593,238.7375,4.139284e-05,0.1717842,0.0006510925,0.00548731
151,58349,238.9081,2.189611e-05,0.005044406,-0.0001092617,-8.71927e-05,0.0005094754,0.002078488,238.6918,0.003988708,0.007769383,0.03273161,0.1718035
152,81708,238.9052,2.189585e-05,-0.005012328,0.0002558745,-0.001741064,0.0007434331,-0.001123038,235.6657,0.02187513,3.097816,0.06969548,0.05015635
153,405318,238.6547,2.187289e-05,-0.005038432,-5.022818e-05,0.0007062922,-0.0002716426,0.0004487149,238.1267,0.0008429302,0.5097945,0.009305002,0.008007146
154,72657,238.5659,2.186475e-05,-0.005042454,3.29064e-05,-0.0001507995,0.0003104509,-0.0007606458,238.5071,0.0003617907,0.02323948,0.01215365,0.02300922
155,223821,238.2838,2.183889e-05,-0.0050312,-2.875071e-05,0.0009058858,-9.819566e-05,-1.237409e-05,237.4436,0.0002761811,0.8386354,0.001215921,6.089243e-06
156,37092,238.2287,2.183385e-05,-0.005038947,-5.705961e-05,-3.182028e-07,-0.0006175882,-0.000320747,238.1754,0.001087813,1.034747e-07,0.04809709,0.004091307
157,555613,238.1793,2.182932e-05,-0.005024239,3.670828e-05,0.001165306,0.0001421569,-0.0001885172,236.7871,0.00045022,1.387734,0.002548338,0.001413314
158,518574,238.1279,2.182461e-05,-0.005034488,-4.097075e-05,0.0006006317,-0.0001207058,0.0002644905,237.7541,0.0005608471,0.3686742,0.001837289,0.002782
159,787858,237.9799,2.181104e-05,-0.005023147,1.528459e-05,0.001050438,-0.0008699591,0.001350595,236.6842,7.805561e-05,1.127632,0.0954374,0.0725416
160,533113,237.7176,2.178701e-05,-0.005033757,-9.043542e-07,0.0001306976,-0.0003379973,-0.000133126,237.6851,2.732586e-07,0.01745668,0.01440613,0.0007047951
161,38050,237.5324,2.177003e-05,-0.005030862,-0.0001246651,-0.0003150063,0.0001222778,-0.0005538448,237.4117,0.005192622,0.1014063,0.001885454,0.01219869
162,586642,237.5146,2.17684e-05,-0.005030845,0.000159774,0.0001579473,0.0004752364,-0.001027969,237.4101,0.008529216,0.02549474,0.02848002,0.04202399
163,27438,237.5075,2.176775e-05,0.005029046,2.083975e-05,-0.0004609296,0.0005706528,0.0004695746,237.2404,0.0001451047,0.2171179,0.04106433,0.008768921
164,430371,237.4083,2.175865e-05,-0.005028045,-3.329482e-05,0.000505465,7.90229e-05,-4.948017e-05,237.1459,0.0003703822,0.261101,0.0007874569,9.73642e-05
165,799756,237.3993,2.175783e-05,-0.005022658,5.103067e-05,0.0008572206,-0.0002520562,0.0001915286,236.638,0.0008700803,0.7509508,0.008011535,0.001458828
