rank,CpG_index,importance,importance_scaled,loading_V_factor_01,loading_V_factor_02,loading_V_factor_03,loading_V_factor_04,loading_V_factor_05,importance_component_factor_01,importance_component_factor_02,importance_component_factor_03,importance_component_factor_04,importance_component_factor_05
112,7349,744.3832,3.61573e-05,-0.0006207409,0.01804595,-0.001693977,-0.001672946,0.0009159142,5.209655,725.6727,5.180436,8.263105,0.05731538
113,421036,743.8548,3.613164e-05,0.0005924886,-0.01800411,0.001763285,0.001944746,-0.0005067842,4.746224,722.3118,5.613018,11.16619,0.01754719
114,122893,742.8635,3.608349e-05,-0.000632047,0.01800435,-0.001826338,-0.001751821,0.0008453039,5.40116,722.3312,6.021628,9.060635,0.04881882
115,474761,742.0912,3.604597e-05,0.004499505,0.001803535,0.006214237,0.01148727,-0.005141517,273.727,7.248206,69.71513,389.5948,1.806109
116,217015,741.9355,3.603841e-05,-0.0006200282,0.01798644,-0.002245274,-0.001498642,0.001273895,5.1977,720.895,9.101021,6.630942,0.1108738
117,16749,741.9018,3.603677e-05,-0.000591395,0.01802805,-0.002125975,-0.00126951,0.0005535698,4.728719,724.2343,8.159579,4.758299,0.02093661
118,532603,740.6943,3.597812e-05,0.0006030181,-0.01793965,0.001667366,0.002145727,-0.0004878948,4.91642,717.1493,5.018954,13.5934,0.0162635
119,85120,740.6887,3.597785e-05,-0.0006434493,0.01789459,-0.002261662,-0.002011241,0.002304716,5.597795,713.5508,9.234359,11.94284,0.3629077
120,836733,740.536,3.597043e-05,0.0005912862,-0.01797715,0.002018164,0.001677196,-0.0001138391,4.72698,720.1501,7.352993,8.305141,0.0008854101
121,15874,739.3025,3.591051e-05,-0.0005611831,0.01797644,-0.002358777,-0.001275575,0.001225207,4.257919,720.0937,10.04443,4.803873,0.1025606
122,852203,739.0892,3.590015e-05,0.0006287755,-0.01793324,0.001861568,0.001916634,-0.0002855735,5.345391,716.6364,6.256178,10.8457,0.005571825
123,68256,738.7579,3.588406e-05,-0.0006245159,0.01796441,-0.001488119,-0.001870375,0.0006472758,5.273211,719.1297,3.997849,10.32849,0.02862466
124,35315,738.7263,3.588253e-05,-0.0004602475,0.01805866,-0.001572882,-0.001248734,0.001190086,2.863988,726.6954,4.466254,4.603825,0.09676491
125,13743,738.1443,3.585426e-05,-0.0005710015,0.01796197,-0.001769286,-0.001750827,0.001208692,4.408215,718.9346,5.651288,9.050358,0.09981428
126,601326,738.0968,3.585195e-05,0.0006417549,-0.01790537,0.00175206,0.002062224,-0.0005351147,5.568352,714.4111,5.54178,12.55598,0.01956389
127,71609,737.9963,3.584707e-05,-0.0005666071,0.01797187,-0.001848391,-0.001611402,0.001171365,4.340625,719.7277,6.167924,7.666325,0.0937445
128,33389,737.4303,3.581958e-05,-0.0006134793,0.01791973,-0.001682932,-0.001978256,0.001308192,5.08848,715.5575,5.113105,11.55432,0.1169243
129,22939,737.3911,3.581767e-05,-0.0006193304,0.01790789,-0.001738755,-0.002015896,0.001417105,5.186006,714.6117,5.457932,11.99819,0.1372036
130,85145,737.3288,3.581465e-05,-0.0005127275,0.01806239,-0.001368129,-0.001069951,0.0005310177,3.55436,726.996,3.379135,3.379925,0.01926547
131,12196,736.508,3.577478e-05,0.004834702,0.001538274,0.004842715,0.01123721,-0.0008580784,316.0295,5.272893,42.33788,372.8174,0.05030551
132,665093,736.243,3.57619e-05,0.0006588784,-0.01786392,0.001709816,0.002175276,-0.0005115169,5.869468,711.1074,5.277768,13.97038,0.01787646
133,22955,735.2712,3.57147e-05,-0.0005486095,0.0179444,-0.001889823,-0.001550684,0.001356663,4.069256,717.5293,6.447537,7.099466,0.1257493
134,124817,735.1068,3.570671e-05,-0.0006050765,0.01793166,-0.001518545,-0.001788765,0.000728195,4.950041,716.5106,4.163,9.446823,0.03622905
135,264037,734.5561,3.567996e-05,0.0005525541,-0.0178617,0.000906819,0.002470016,-6.828502e-05,4.127984,710.9305,1.484542,18.0127,0.0003185755
136,5210,731.8156,3.554685e-05,0.005594919,0.001899517,0.005282116,0.009179624,-0.004508361,423.2294,8.040216,50.36946,248.7878,1.388669
137,720039,731.7661,3.554445e-05,0.0005941369,-0.01784378,0.002722125,0.001179458,0.0002460827,4.772669,709.5049,13.37727,4.107183,0.004137364
138,111946,730.3655,3.547642e-05,-0.0006087625,0.01789927,-0.001481263,-0.001590029,0.0002764478,5.010534,713.9243,3.961102,7.464301,0.005221411
139,130362,730.2336,3.547001e-05,-0.0006102467,0.01785437,-0.00171332,-0.001793185,0.0009281386,5.034996,710.3467,5.299418,9.493566,0.05885553
140,118533,728.8897,3.540473e-05,-0.0006069646,0.01782708,-0.002686156,-0.0009502725,0.0007589038,4.980982,708.1772,13.02608,2.666095,0.03934912
141,34121,726.9439,3.531022e-05,-0.0005728813,0.01779657,-0.001828512,-0.001898474,0.001040329,4.437288,705.7556,6.035972,10.64115,0.07394407
