sample_index,Age_months,y_observed,y_fitted,residual,H_factor_01,H_factor_02,H_factor_03,H_factor_04,H_factor_05
65,9,5.16052219347379,0.1604376,5.000084,-0.02545882,0.0239371,-0.01009068,-0.0169817,0.03151063
66,9,1.84837338889454,0.0573003,1.791073,-0.02152755,0.02907605,0.0004459704,-0.01992516,0.002383626
67,72,3.70640030962927,0.1427137,3.563687,-0.01605867,-0.02761765,0.05226497,0.02871599,-0.00777041
68,9,3.77002999242711,0.0163706,3.753659,-0.02259026,0.02628081,-0.01184851,-0.02661941,-0.001665487
69,9,-4.04681327508788,1.271049,-5.317863,-0.02179605,-0.03410895,-0.07042738,0.02701964,-0.06410944
70,72,4.10931697741681,0.8118673,3.29745,-0.008799349,0.03857727,0.03646075,0.03424092,0.01462231
71,72,-0.535553659829668,0.7635846,-1.299138,-0.01044547,0.0348229,0.0441738,0.03529473,0.01106257
72,9,3.20528205447401,-0.02181384,3.227096,-0.02705842,-0.03482038,0.007493096,0.004525381,0.04683265
73,48,6.9931425302554,0.9280364,6.065106,0.02663498,0.03430422,-0.04204105,0.0268534,-0.01483156
74,3,5.08585817417995,-0.03261307,5.118471,-0.01583183,-0.03488915,-0.03204529,-0.01283171,-0.0371087
75,3,-4.35385575394856,-0.849912,-3.503944,-0.02180855,-0.03612761,0.001602538,-0.03939301,-0.0243979
76,48,-5.71601848719594,-1.809992,-3.906027,0.06972869,-0.02747746,0.00256146,-0.03389015,0.01240548
77,9,0.83322135065491,-0.1656726,0.9988939,-0.007157707,-0.03359906,-0.008026818,0.0005568627,0.02966298
78,9,-1.86767549301093,-0.2007691,-1.666906,-0.0243835,-0.03472404,-0.00842484,-0.01706213,-0.04914165
79,48,-7.44951920986282,-0.2654751,-7.184044,0.002685055,-0.03065,0.01406771,0.008430119,0.02317408
80,72,1.57930816184091,0.8907519,0.6885563,-0.007734803,0.03906999,0.02429672,0.02862774,-0.04158735
81,72,-0.481615561348251,0.3049962,-0.7866117,-0.004069254,0.03373413,0.04336861,0.01441667,-0.02356192
82,72,1.38195278036933,1.01281,0.3691432,-0.02259289,0.04088152,0.041956,0.03682324,0.007967448
83,48,7.61693793817351,-0.06024766,7.677186,0.02890319,-0.0280216,0.002226231,0.02707648,0.02751769
84,48,4.84579171350266,-0.890149,5.735941,0.02349885,-0.02895653,0.02826458,-0.005819194,0.006578552
85,9,-0.883865694097906,-0.5910181,-0.2928475,-0.029436,-0.03569287,0.008358544,-0.0260966,0.008298316
86,9,-4.90956171234121,0.8320845,-5.741646,-0.02610025,0.025784,-0.03328966,0.003850761,0.02794154
87,9,1.00734868963875,0.5046898,0.502659,-0.02426019,0.02408731,-0.02245416,-0.005703202,0.02556037
88,48,1.1291426846276,0.3818623,0.7472804,-0.007496083,-0.02934512,0.01072498,0.03019152,0.009821186
89,9,2.72356436277921,-0.6049145,3.328479,-0.01733244,-0.03472604,0.008096347,-0.02078813,0.005845363
90,3,0.102480413936143,-0.5175804,0.6200609,-0.02791568,-0.03603312,-0.004902223,-0.02651064,0.01389681
91,9,4.35218860595327,-0.7441956,5.096384,0.01676268,0.02677304,-0.008844836,-0.0417137,-0.02571623
92,9,-8.57229641931203,0.9587911,-9.531088,-0.02107137,0.03018037,-0.03901729,0.00893211,0.03212919
93,3,-3.28550862669223,-0.9536219,-2.331887,-0.01737536,-0.03547024,0.009423369,-0.03550519,0.01553004
94,48,8.27239651174397,0.7702904,7.502106,-0.006862717,0.0322408,0.003254794,0.02368621,0.02829393
95,72,-1.22088140903297,-0.3521814,-0.8687,0.03990072,0.03513395,0.009077802,0.0002723478,0.0549662
96,3,11.2910748944122,-0.5302678,11.82134,-0.02655102,0.02260141,-0.01145056,-0.05376283,-0.01234355
97,72,-3.52486643993576,0.4658985,-3.990765,-0.001822595,-0.02604618,0.04170056,0.04881749,0.01503819
98,72,-5.15039370634154,-0.5906444,-4.559749,0.01867697,-0.02812661,0.03285798,0.003495388,-0.03515059
99,3,-3.46932411492472,-0.6344271,-2.834897,-0.02168082,0.02651767,0.01337063,-0.04371367,0.03216898
100,3,-6.4264099283109,-0.9034215,-5.522988,-0.02963887,-0.03817194,-0.005337951,-0.04580685,0.003299579
101,72,-6.20248523142055,-0.5963416,-5.606143,0.00270717,-0.02869371,0.04399423,-0.001247851,-0.03953439
102,48,3.59606409297543,0.630553,2.965511,-0.004457492,0.03338857,0.02263578,0.02600258,0.03101252
103,9,1.42479889280623,-0.4170687,1.841868,0.0120809,0.02711977,-0.003507129,-0.02390205,0.009683008
104,9,1.83058860685927,-0.4452535,2.275842,-0.02834518,-0.03555593,0.0180629,-0.009368757,0.07179039
105,9,-0.45945921599624,-0.06690504,-0.3925542,-0.024638,0.02754831,0.01279006,-0.01917386,0.03439699
106,9,-0.92178406994629,-0.02053281,-0.9012513,-0.01809156,-0.03377796,-0.01136912,-0.0007603862,0.01982759
107,72,-10.0150907807998,0.1158484,-10.13094,0.004872265,-0.02732315,0.03845411,0.03353096,-0.005264323
108,3,-6.85805073680138,-0.1959747,-6.662076,-0.02335997,0.01953268,-0.02559079,-0.03770583,0.02379913
109,3,-1.06054939124855,-0.7805845,-0.2799649,-0.01732749,-0.03788158,-0.02418425,-0.04624778,-0.05836464
110,9,5.42769098493643,-0.06525904,5.49295,-0.02690209,-0.03569926,-0.01209809,-0.006140641,0.03269737
111,72,5.67819008174548,0.4370461,5.241144,-0.00274915,0.03665701,0.04232671,0.01830868,-0.04077748
112,72,-1.89072828235528,-0.678107,-1.212621,0.009824711,-0.02746368,0.05487058,0.001955308,-0.04825625
113,9,-0.212853155476999,2.740515,-2.953369,-0.02321282,0.0257865,-0.1277329,0.0511082,-0.04175895
114,9,7.38167791696807,1.577178,5.8045,-0.02303389,-0.03464926,-0.08109321,0.04137966,-0.008954667
115,9,-0.911176891954823,0.221948,-1.133125,-0.02692939,-0.0338303,-0.00382835,0.01254138,0.06342025
116,9,1.44167506011377,-0.3718325,1.813508,-0.02879575,-0.03438532,0.01268059,-0.01227778,0.03114445
117,9,7.44923015285673,0.4254266,7.023804,-0.02283251,0.02772479,-0.01337771,-0.005452733,0.0365771
118,48,2.43072366475646,0.1007376,2.329986,0.0309907,0.02931722,-0.01534091,0.005160482,0.009503524
119,48,3.7218476630486,-0.3064094,4.028257,0.01378448,-0.03032225,0.007772577,0.01015765,0.02542737
120,72,1.32136790051785,1.083399,0.2379688,-0.01535907,0.04045257,0.03513683,0.0385021,-0.02733235
121,3,0.725937428219987,-0.5310701,1.257007,-0.02402689,0.02696047,0.001340424,-0.04966941,-0.02043132
122,9,9.98680521439828,1.104452,8.882354,-0.02694089,0.02675384,-0.05319786,0.005627414,0.002483673
123,3,-1.23861977807974,0.1346341,-1.373254,-0.02677146,0.02135863,-0.03357802,-0.02868643,0.01559323
124,48,4.33722508616598,0.06764677,4.269578,-0.00629748,-0.031741,0.01409704,0.02077605,0.03751051
125,3,-11.5867057543269,-0.840206,-10.7465,-0.02851393,-0.03835187,-0.0104614,-0.04335054,0.01323517
126,3,-5.4955792383624,0.412388,-5.907967,-0.0217714,0.02568173,-0.03745114,-0.01350338,0.04611604
127,48,4.73793795520568,-0.05652049,4.794458,0.0256755,0.02965358,-0.006064337,-0.002928554,-0.006523418
128,3,-3.54379609129226,-0.8908219,-2.652974,-0.0222937,-0.03651744,0.001889681,-0.03842762,0.009099285
129,72,-2.48748457708627,0.9752746,-3.462759,-0.01063295,0.04343653,0.02382691,0.03094574,-0.02052739
130,48,1.99896274673314,-0.1607487,2.159711,0.03056939,0.03212505,0.004644398,-0.002488249,-0.01460356
131,48,-3.40035276473081,-1.440349,-1.960004,0.06105421,-0.02764788,0.007271593,-0.01771091,0.03177981
132,3,0.457687090946118,-1.295193,1.75288,-0.02601089,-0.03669334,0.01331578,-0.05922812,-0.04249839
133,48,4.41668351772866,0.6829233,3.73376,0.000541652,0.03349773,0.01066902,0.02493148,0.01425642
134,48,-0.491081580018052,-1.30075,0.8096681,0.07907488,-0.02752549,-0.02327761,-0.01382666,0.02841097
135,3,-3.22774317709422,-0.8991717,-2.328572,-0.02743833,-0.0370026,0.001904032,-0.04279456,-0.006486949
136,3,-5.53147715028157,-0.3532359,-5.178241,-0.02679665,0.02576509,-0.001814076,-0.04008069,0.02110611
137,48,1.68528539780644,-0.555085,2.240371,0.007438503,-0.03075415,0.02224746,-0.001195658,0.0002536955
138,72,7.09225312423965,0.5015416,6.590712,-0.0186346,0.03127401,0.02428303,0.01214176,0.0136056
139,72,-1.21725576425931,0.4361289,-1.653385,-0.01658908,0.03459545,0.04846278,0.0131747,-0.04932746
140,48,-1.05034335850578,-0.4552383,-0.5951051,0.04250549,-0.02825907,-0.01305789,0.005824364,-0.02110297
141,72,-6.05383043614617,0.06556398,-6.119394,-0.009425851,-0.02751774,0.04909718,0.02849749,0.004540519
142,72,-4.34900477646174,-1.629899,-2.719106,0.05427932,-0.02697218,0.02944223,-0.02872798,-0.04973571
143,48,-4.85882228477317,0.3962572,-5.255079,0.009842576,0.03160421,-0.006303165,0.01028543,0.01127182
144,9,9.07511826545959,0.2949855,8.780132,-0.0290105,0.02469634,-0.004674332,-0.01477672,-0.01523335
145,72,-3.90456802046612,-1.544393,-2.360175,0.05561584,-0.02603539,0.03212339,-0.02110101,-0.02450543
146,48,-2.77465984103518,-1.426016,-1.348644,0.1032533,0.02952128,-0.02966325,-0.03162345,0.01990714
147,72,-2.54271358575945,0.3427978,-2.885511,-0.005368116,0.03750691,0.05547646,0.01876972,-0.02470762
148,48,-0.211849435103067,-0.7513531,0.5395037,0.02723307,-0.02846054,0.01882546,0.001547411,0.03881607
149,72,-1.41260264333754,-1.557594,0.1449912,0.06572016,-0.02496826,0.03078672,-0.01603158,-0.01192497
150,9,-0.188131612230165,0.7442676,-0.9323993,-0.01964143,0.02305325,-0.05808814,-0.01079225,-0.03249528
151,48,-1.18257530554096,1.592218,-2.774793,-0.007086191,0.03471082,-0.02841243,0.04544201,-0.006900534
152,72,-6.62107710184765,-1.126817,-5.49426,0.06063819,-0.02596504,0.01577453,-0.005367196,-0.02485993
153,48,3.99734150661785,0.2813817,3.71596,0.002023341,0.03449992,0.0191161,0.008904525,0.002485586
154,72,-0.851694026487082,-0.4897721,-0.361922,0.03743337,-0.02721446,0.01510449,0.01110465,-0.03478522
155,72,4.00284789260745,0.8708988,3.131949,-0.01876762,0.03863022,0.04451476,0.02854072,-0.05729614
156,3,-1.13771587883098,-0.7327769,-0.404939,-0.01811725,0.0250424,-0.006034677,-0.0610781,-0.05511945
157,72,-2.16698366949999,0.3353375,-2.502321,0.026497,0.03552103,0.02557868,0.02971865,0.03327449
158,3,-4.20763499097675,-0.8060465,-3.401588,-0.01449675,-0.03677985,-0.01577963,-0.03573878,0.02535156
159,48,0.955546652919838,0.5017396,0.4538071,0.02997365,0.02980291,-0.02956702,0.01978938,0.03584941
160,3,1.25626659165277,-1.036194,2.292461,-0.0244161,-0.03721677,0.0001353984,-0.04866636,-0.01210886
161,3,-4.8234127900802,0.6278344,-5.451247,-0.02752653,-0.03789943,-0.06711678,-0.002185852,-0.04890615
162,3,-2.41434230608319,-0.5392254,-1.875117,-0.02959329,-0.03788173,-0.01011746,-0.02999255,0.01191881
163,9,2.89684928703149,1.934406,0.9624431,-0.01899132,0.0309468,-0.07696926,0.03812867,0.006588616
164,48,3.78690998246636,0.2359871,3.550923,-0.00115729,0.03275139,0.02123749,0.006753399,0.004843837
165,48,-0.719300961697859,0.03964185,-0.7589428,-0.0002980962,-0.03139164,-0.003314377,0.01378646,0.01575448
166,9,0.742039469132295,0.5992807,0.1427588,-0.009977489,0.02680336,-0.0361101,0.0007442083,0.03340082
167,48,1.86369152191893,0.4909491,1.372742,-0.0006687983,-0.02849882,0.006840173,0.03801182,0.01953662
168,9,6.03891129595657,-0.173397,6.212308,-0.007803961,0.02818546,0.002461452,-0.01890161,0.03897413
169,9,0.232456132394291,-0.1481074,0.3805636,-0.02479596,0.02477904,0.0001797195,-0.02795389,0.02385988
170,9,-5.29094349887057,0.8211744,-6.112118,-0.0254564,-0.03425554,-0.02871248,0.03134888,0.0599583
171,3,-2.7967701208977,-0.2207226,-2.576047,-0.02943013,0.0265132,0.005568483,-0.03278444,0.01955222
172,72,-3.97615337480468,0.1899342,-4.166088,-0.01540863,-0.02850748,0.04754193,0.02869013,-0.01995063
173,3,3.32656789098345,-0.2692002,3.595768,-0.02729193,-0.03451929,-0.001628372,-0.01367297,0.01535395
174,3,-4.22421252384345,0.1800526,-4.404265,-0.02376818,0.02535235,-0.02986698,-0.02693732,-0.007387048
175,48,3.26351924534374,0.1019339,3.161585,0.01909216,0.03232709,0.02304724,0.01586121,0.04412664
176,72,2.21355806203646,-0.09363632,2.307194,0.01655109,-0.02731758,0.02894219,0.02575967,-0.01176743
177,3,-3.49058761842864,-0.7244397,-2.766148,-0.0240648,0.02278478,-0.01353427,-0.06043192,0.01053613
178,48,-1.80053305767689,-1.479907,-0.3206264,0.06889393,-0.02814331,-0.01109218,-0.02363722,0.01757623
179,3,-2.43962455515832,0.1416534,-2.581278,-0.02662604,0.02952976,-0.02874058,-0.0301793,0.007498157
180,3,-0.693677405377762,-0.8803114,0.186634,-0.02037941,0.0241947,-0.0001970655,-0.0655186,-0.04285255
181,48,-0.133015039008432,0.3609053,-0.4939204,0.006813863,0.03265296,0.01833041,0.0195904,0.04814607
182,48,-6.42863073953215,-3.1539,-3.274731,0.1290241,-0.02618925,-0.005134955,-0.06660504,0.02730251
183,72,1.53274321103104,-0.192042,1.724785,-0.01096762,-0.02863367,0.05455813,0.01370251,-0.04756273
184,72,-3.63044848979551,-0.7630979,-2.867351,0.0254676,-0.02968171,0.02518439,-0.00030688,-4.691177e-05
185,9,-0.260422648438598,0.03048316,-0.2909058,-0.02154598,0.02149573,-0.01744309,-0.02437376,0.0147057
186,3,-1.80404418414199,-0.5886546,-1.21539,-0.02409692,-0.0377835,-0.0254158,-0.03675031,-0.003211334
187,72,-3.00184451863287,-0.1386868,-2.863158,0.05024416,0.03402161,-0.005844147,0.008451616,0.03212386
188,9,2.74481635679705,-0.1285072,2.873324,-0.02588699,-0.03469323,0.005889269,0.0003674122,0.0571653
189,3,-3.47087699888574,-1.091008,-2.379869,-0.02817816,-0.03796175,0.001083105,-0.05306993,-0.01714315
190,48,-11.7896593241187,-1.579247,-10.21041,0.1146725,0.03056779,-0.03870011,-0.03404299,0.04902514
191,3,-7.95158707386833,-0.5296545,-7.421933,-0.03283878,0.02428531,-0.002956915,-0.05567476,-0.026715
192,3,-2.73616638891219,-0.6971237,-2.039043,0.00139908,0.02588562,-0.0077379,-0.04124109,0.0430323
193,48,-4.5058480121332,-0.5004188,-4.005429,0.01813475,0.03009232,0.01664033,-0.02021576,-0.02106813
194,48,1.79781582757585,0.4452105,1.352605,0.005009272,0.03345127,0.01519457,0.01737087,0.006123094
195,9,-0.299699630163715,-0.07489328,-0.2248064,-0.02704476,0.02643598,0.007203521,-0.02211788,0.04089184
196,3,-1.43526059036007,-0.437336,-0.9979246,-0.0275595,0.02603399,-0.006740786,-0.04884259,-0.005917771
197,72,-5.8574450134705,0.5724483,-6.429893,0.003484662,0.03529103,0.02193681,0.02265611,-0.01513896
198,72,-0.0276255451428206,0.2353455,-0.262971,0.01677509,0.03604738,0.0345915,0.01984583,-0.004457594
199,48,3.18955188661308,0.4599617,2.72959,-0.002613596,-0.02965666,0.007564842,0.03747575,0.03404858
200,9,3.43385443133347,-0.1271581,3.561013,-0.02541935,0.02806204,0.004446676,-0.03004755,-0.01304909
201,72,0.488294749469267,0.1084356,0.3798591,0.01018345,0.03554723,0.03804057,0.008180042,-0.0470613
202,3,-7.01262581472996,-0.8892955,-6.123331,-0.02390123,-0.03716557,-0.006099835,-0.04511011,-0.02486116
203,48,-0.0259006791106747,-0.6758524,0.6499518,0.0447142,0.03384456,0.00881449,-0.01483678,0.02045422
204,72,-7.54614311808111,-1.526155,-6.019988,0.05775684,-0.02565372,0.03129405,-0.02002163,-0.02999738
205,72,0.916319075653467,0.4397005,0.4766185,0.001545552,0.03572117,0.04659525,0.02506502,-0.01515697
206,48,3.92992983419407,-0.04192278,3.971853,-0.00562444,-0.03104243,0.002581452,0.007987659,0.0009547279
207,48,7.51521600537262,0.7580226,6.757194,0.01512286,0.03125273,-0.01579913,0.02696913,0.01696812
208,48,6.57062180540907,-0.6859949,7.256617,0.02844202,-0.02916856,0.003149521,-0.00448522,-0.004869288
209,48,1.94596333616601,1.549697,0.3962668,0.002916269,-0.0273923,-0.03922035,0.0715081,0.02825771
210,3,-2.93607690936543,-0.9321024,-2.003974,-0.02455531,-0.03730155,0.007577247,-0.03978344,0.000332178
211,72,-0.567178442266781,0.176037,-0.7432154,0.008722724,0.03340701,0.0282014,0.01050699,-0.01136865
212,9,6.61220624261824,0.01715482,6.595051,-0.02320007,0.02577936,-0.004799934,-0.02748194,-0.0431934
213,48,6.81341854281676,1.110865,5.702553,0.01899184,0.03346157,-0.03194097,0.03918921,0.02697909
214,72,-4.48307209599665,0.1679276,-4.651,0.005879061,-0.02757502,0.01924618,0.02602116,-0.03914657
215,9,-1.79480342469045,0.07500283,-1.869806,-0.0245987,0.02508118,-0.01057205,-0.021248,0.03032403
216,48,1.42626437011245,-0.3275115,1.753776,0.03569804,0.03098678,0.008697357,-0.00377818,0.004571026
217,9,-4.45046891289679,0.8208179,-5.271287,-0.02512067,0.03076325,-0.01926346,0.007764427,0.0303422
218,3,2.75223244373924,0.1645585,2.587674,-0.02199948,0.0246254,-0.04431996,-0.03539814,-0.04459764
219,72,4.93759244144138,2.400155,2.537437,0.02131472,-0.02439766,-0.08354322,0.09156025,-0.09988877
220,3,-0.867961114723293,-0.0898104,-0.7781507,-0.02786303,0.02214121,-0.02644499,-0.03919237,-0.006921024
221,9,-0.58235123990574,-0.518312,-0.0640392,-0.002798937,-0.03287076,0.007656008,-0.01354701,-0.03956955
222,9,3.64634666649631,-0.3193547,3.965701,-0.007199979,0.02686656,-0.006082283,-0.03135983,0.003693878
223,48,2.06101500322195,-0.672775,2.73379,0.04676544,-0.02931885,-0.01741377,-0.001973691,-0.004921285
224,48,-1.86918417120596,-1.332906,-0.5362777,0.06392279,0.02923019,0.005530187,-0.03881738,-0.02823189
225,9,3.6069950270358,-0.4881429,4.095138,-0.01365899,-0.03436993,0.008513268,-0.01248127,0.0149752
226,48,4.11451648159903,-0.09294457,4.207461,0.01105682,-0.02859269,0.008327905,0.01658195,0.006377664
227,72,-3.60181203529713,0.08906782,-3.69088,0.01941598,-0.02710119,0.0174868,0.03430577,0.02392984
228,3,-4.64739257298506,-0.4427147,-4.204678,-0.02202297,0.02397148,-0.005316488,-0.04248923,0.01965917
229,48,3.44995264094606,-0.1259244,3.575877,0.01553045,0.02956475,0.00359237,-0.01031475,-0.03506549
230,72,1.54004868654321,0.6864133,0.8536353,-0.01311836,0.03518733,0.04665843,0.029243,-0.01007639
231,9,-1.99729418066709,0.1101281,-2.107422,-0.02614277,-0.03635532,-0.02250677,-0.003354629,0.01016494
232,48,5.72817615925018,-1.089172,6.817348,0.07332932,0.03164202,-0.01512694,-0.02693881,0.02375913
233,9,-1.69300990572052,-2.007561,0.3145508,0.04993288,-0.03066669,0.01010631,-0.04829207,0.029676
234,9,2.73514603629057,-0.2049054,2.940052,-0.02868874,-0.03475669,0.003098945,-0.008008873,0.03202501
235,9,-0.161358202974767,-0.533761,0.3724028,-0.02657413,-0.0346905,0.01221956,-0.021841,-0.005160567
236,3,-1.46712088994783,-0.2858125,-1.181308,-0.02136594,0.02354443,-0.01626168,-0.04359629,-0.03385305
237,3,-2.0409912509982,-0.9629122,-1.078079,-0.02362419,-0.03596941,0.009548888,-0.03994761,0.006042443
238,3,-2.66906025832832,0.4403579,-3.109418,-0.02119753,0.02169267,-0.03193672,-0.01164301,0.005426862
239,9,3.79193971234097,0.09958711,3.692353,-0.02772508,-0.0347998,-0.01444576,-0.001741971,0.01421993
240,48,3.04682612614994,0.6788769,2.367949,-0.004150189,0.03420269,0.01119979,0.02497574,0.04757463
241,48,-3.32260691573594,-1.122246,-2.200361,0.06462225,0.02997114,0.002817564,-0.02670541,0.009201115
242,48,0.763390300369802,-0.6380427,1.401433,0.06426565,-0.02783344,-0.0300968,0.006211631,0.02515031
243,72,0.674547185617688,-0.156246,0.8307932,0.00279033,-0.02756849,0.04364721,0.01975029,-0.02913079
