ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0046847,filopodium assembly,3/323,62/18842,0.04838709677419355,2.8226305802456806,1.8984150734017118,0.09031664064881724,1,1,FGD1/DOCK11/FMR1,3
GO:0061515,myeloid cell development,3/323,62/18842,0.04838709677419355,2.8226305802456806,1.8984150734017118,0.09031664064881724,1,1,FLNA/G6PD/ATP6AP1,3
GO:0006119,oxidative phosphorylation,5/323,139/18842,0.03597122302158273,2.098358464930842,1.7164862733383133,0.09124056882091806,1,1,ATP7A/NDUFA1/COX7B/NDUFB11/ABCD1,5
GO:0008203,cholesterol metabolic process,5/323,139/18842,0.03597122302158273,2.098358464930842,1.7164862733383133,0.09124056882091806,1,1,MBTPS2/NSDHL/G6PD/SCARF1/EBP,5
GO:0046785,microtubule polymerization,4/323,100/18842,0.04,2.333374613003096,1.7655852231126823,0.09312236067691188,1,1,MECP2/HAUS7/FGF13/MAP7D3,4
GO:0031114,regulation of microtubule depolymerization,2/323,30/18842,0.06666666666666667,3.8889576883384938,2.0913599823460123,0.09313010801698167,1,1,FGF13/MID1IP1,2
GO:1902683,regulation of receptor localization to synapse,2/323,30/18842,0.06666666666666667,3.8889576883384938,2.0913599823460123,0.09313010801698167,1,1,GPC4/GRIPAP1,2
GO:0070646,protein modification by small protein removal,5/323,140/18842,0.03571428571428571,2.0833701901813355,1.6991876507035466,0.09336981426458514,1,1,USP9Y/USP51/USP27X/OTUD5/BRCC3,5
GO:0098656,monoatomic anion transmembrane transport,5/323,141/18842,0.03546099290780142,2.0685945150736664,1.6820331548955836,0.09552441504379271,1,1,CLCN5/GABRE/GABRB3/SLC25A14/GABRQ,5
GO:0007269,neurotransmitter secretion,5/323,142/18842,0.035211267605633804,2.0540269480661055,1.6650203795310603,0.09770421638292569,1,1,CASK/FMR1/SYN1/PDZD11/SYP,5
GO:0099643,signal release from synapse,5/323,142/18842,0.035211267605633804,2.0540269480661055,1.6650203795310603,0.09770421638292569,1,1,CASK/FMR1/SYN1/PDZD11/SYP,5
GO:1901293,nucleoside phosphate biosynthetic process,9/323,318/18842,0.02830188679245283,1.6509726035399264,1.546156161351603,0.09792357170250482,1,1,PRPS2/ADCY3/NDUFA1/PDK3/PGK1/ACSL4/ACOT7/NDUFB11/HPRT1,9
